#                 2
LD1        13.51       1.00   S
LD1         8.15       1.00   P
LD6        47.20       1.00   S
LD6        27.90       1.00   P
MIAX       44.41       1.00   S
MIAX       25.82       1.00   P
#                23
WXT        12.82       1.00   P
WXT        22.62       1.00   S
JMG         8.89       1.00   P
JMG        15.50       1.00   S
PWU        24.44       1.00   S
PWU        13.83       1.00   P
LD2        14.14       1.00   P
LD2        23.99       1.00   S
LUYA       18.29       1.00   P
LUYA       29.18       1.00   S
MIAX       24.65       1.00   P
MIAX       42.05       1.00   S
XIXI       36.26       1.00   P
XIXI       61.48       1.00   S
#                24
HJT        26.69       1.00   S
HJT        15.22       1.00   P
HXP        37.11       1.00   S
HYS        18.28       1.00   P
HYS        31.65       1.00   S
JTA        30.53       1.00   S
JTA        17.55       1.00   P
SGS        14.67       1.00   P
SGS        26.18       1.00   S
SGT         8.26       1.00   S
SGT         4.57       1.00   P
YDT        12.58       1.00   P
YDT        21.12       1.00   S
ZHY        45.88       1.00   P
ZHY        79.86       1.00   S
MIH        33.12       1.00   S
MIH        19.95       1.00   P
#                26
WXT        12.49       1.00   P
WXT        20.13       1.00   S
YLT        11.10       1.00   S
YLT         7.08       1.00   P
JMG         8.85       1.00   P
JMG        14.88       1.00   S
PWU        12.52       1.00   P
PWU        20.94       1.00   S
QCH         3.96       1.00   S
LD1         8.20       1.00   P
LD1        13.87       1.00   S
LUYA       32.66       1.00   S
LUYA       20.13       1.00   P
MIAX       26.92       1.00   P
MIAX       45.12       1.00   S
#                27
WXT        13.75       1.00   P
WXT        23.05       1.00   S
JMG        15.45       1.00   S
JMG         9.27       1.00   P
PWU        23.98       1.00   S
PWU        14.48       1.00   P
QCH         4.03       1.00   P
QCH         6.07       1.00   S
LD1         7.23       1.00   P
LD1        11.78       1.00   S
LUYA       30.38       1.00   S
LUYA       18.11       1.00   P
MIAX       25.17       1.00   P
MIAX       42.13       1.00   S
XIXI       36.47       1.00   P
XIXI       61.87       1.00   S
#                28
WXT        16.85       1.00   P
WXT        27.82       1.00   S
YLT        16.04       1.00   P
YLT        26.31       1.00   S
JMG        28.93       1.00   S
JMG        17.32       1.00   P
QCH        25.00       1.00   S
QCH        15.50       1.00   P
SPA        18.98       1.00   P
SPA        31.06       1.00   S
#                30
SFT        16.70       1.00   P
SFT        26.79       1.00   S
SJB        18.58       1.00   P
SJB        29.95       1.00   S
WXT        15.13       1.00   P
WXT        24.32       1.00   S
YLT        19.53       1.00   S
YLT        12.40       1.00   P
ZHQ        51.79       1.00   S
ZHQ        31.27       1.00   P
HSH        33.16       1.00   P
JMG        18.92       1.00   S
JMG        11.60       1.00   P
PWU         8.73       1.00   P
PWU        13.51       1.00   S
QCH        14.67       1.00   S
QCH         9.44       1.00   P
SPA        38.52       1.00   S
SPA        23.51       1.00   P
LD1        27.25       1.00   S
LD1        16.91       1.00   P
LD2        39.29       1.00   S
LD2        24.25       1.00   P
HUY       147.05       1.00   S
HUY        87.05       1.00   P
HUY       170.15       1.00   S
LZH       113.05       1.00   S
LZH        65.05       1.00   P
LZH       123.65       1.00   S
SOA1       38.35       1.00   S
SOA1       23.35       1.00   P
TIS1       69.95       1.00   S
TIS1       40.95       1.00   P
XAN        59.85       1.00   P
XAN        96.95       1.00   S
#                33
WXT        12.46       1.00   P
WXT        20.90       1.00   S
JMG         9.34       1.00   P
JMG        16.14       1.00   S
PWU        14.74       1.00   S
PWU         9.13       1.00   P
QCH         8.83       1.00   S
QCH         5.15       1.00   P
LD1        12.87       1.00   P
LD1        21.39       1.00   S
WDT        30.45       1.00   S
WDT        18.67       1.00   P
#                38
HNT        10.41       1.00   S
HNT         6.15       1.00   P
JNT         4.45       1.00   P
JNT         7.86       1.00   S
LXA        33.13       1.00   P
LXA        56.99       1.00   S
MXT        54.01       1.00   S
MXT        31.00       1.00   P
WSH        19.36       1.00   P
WSH        32.71       1.00   S
WYT        39.81       1.00   S
WYT        23.48       1.00   P
ZHC        17.94       1.00   P
ZHC        31.15       1.00   S
GYU        12.58       1.00   P
GYU        24.38       1.00   S
HYU        16.22       1.00   P
HYU        27.76       1.00   S
JYU        25.60       1.00   S
JYU        14.48       1.00   P
#                40
WXT        11.92       1.00   P
WXT        19.64       1.00   S
YLT         6.90       1.00   P
YLT        11.22       1.00   S
JMG        14.62       1.00   S
JMG         8.83       1.00   P
PWU        18.25       1.00   S
PWU        11.15       1.00   P
QCH         1.96       1.00   P
TSS        35.50       1.00   P
TSS        60.60       1.00   S
WDT        27.48       1.00   S
WDT        16.04       1.00   P
ZHQ        27.26       1.00   P
ZHQ        47.07       1.00   S
MIAX       27.36       1.00   P
MIAX       45.84       1.00   S
XIXI       38.52       1.00   P
XIXI       66.75       1.00   S
#                41
SFT        14.95       1.00   P
SFT        24.36       1.00   S
SJB        28.53       1.00   S
SJB        17.18       1.00   P
WXT        13.02       1.00   P
WXT        21.20       1.00   S
YLT        12.55       1.00   S
YLT         7.46       1.00   P
JMG        22.36       1.00   S
JMG        13.40       1.00   P
PWU        16.95       1.00   P
PWU        27.84       1.00   S
QCH        10.55       1.00   S
QCH         6.61       1.00   P
SPA        30.38       1.00   P
SPA        50.53       1.00   S
LD1         4.91       1.00   P
LD1         7.46       1.00   S
LD2        20.81       1.00   S
LD2        12.78       1.00   P
CXT        18.47       1.00   P
CXT        30.55       1.00   S
DBT        42.58       1.00   P
DBT        71.26       1.00   S
TSS        50.29       1.00   S
TSS        30.26       1.00   P
WDT        12.94       1.00   P
WDT        21.17       1.00   S
WSH        60.79       1.00   S
WSH        35.80       1.00   P
ZHC        70.31       1.00   S
ZHC        41.62       1.00   P
ZHQ        44.32       1.00   S
ZHQ        25.15       1.00   P
HZHG       31.69       1.00   P
HZHG       53.88       1.00   S
MEIX       43.19       1.00   P
MEIX       74.02       1.00   S
MIAX       22.42       1.00   P
MIAX       37.96       1.00   S
TABT       61.45       1.00   S
TABT       36.69       1.00   P
XIXI       35.64       1.00   P
XIXI       60.07       1.00   S
#                43
SJB        16.54       1.00   P
SJB        27.04       1.00   S
WXT        21.10       1.00   S
WXT        12.84       1.00   P
YLT        16.31       1.00   S
YLT        10.06       1.00   P
JMG        10.60       1.00   P
JMG        17.93       1.00   S
PWU         7.36       1.00   P
PWU        11.83       1.00   S
QCH         7.67       1.00   P
QCH        12.37       1.00   S
#                46
GTA        17.71       1.00   S
GTA        10.35       1.00   P
HJT        57.14       1.00   S
HJT        33.61       1.00   P
HYS        36.40       1.00   P
HYS        62.43       1.00   S
SDT        11.89       1.00   P
SDT        20.26       1.00   S
SNT        13.83       1.00   P
SNT        23.76       1.00   S
YJZ        57.87       1.00   S
YJZ        33.97       1.00   P
ZHY         3.03       1.00   P
#                50
GTA        39.03       1.00   P
GTA        69.01       1.00   S
HJT        31.88       1.00   S
HJT        18.29       1.00   P
HXP        15.87       1.00   S
HXP         9.04       1.00   P
HYS         8.22       1.00   P
HYS        14.40       1.00   S
JFS        94.25       1.00   S
JTA        35.76       1.00   P
JTA        61.88       1.00   S
SDT        36.49       1.00   S
SDT        20.84       1.00   P
SGS        28.61       1.00   P
SGS        47.78       1.00   S
SGT        21.44       1.00   P
SGT        35.64       1.00   S
SNT        71.67       1.00   S
SNT        40.89       1.00   P
YDT        63.62       1.00   S
YDT        37.63       1.00   P
ZHY        49.95       1.00   S
ZHY        29.21       1.00   P
MEY        48.75       1.00   S
MEY        28.48       1.00   P
#                52
HJT        18.53       1.00   S
HJT        11.40       1.00   P
HYS        26.63       1.00   S
HYS        16.13       1.00   P
JTA        21.10       1.00   P
JTA        36.59       1.00   S
SGS        17.34       1.00   P
SGS        30.00       1.00   S
SGT         3.33       1.00   S
SGT         1.76       1.00   P
YDT        16.19       1.00   P
YDT        27.50       1.00   S
ZHY        72.04       1.00   S
ZHY        42.68       1.00   P
MEY        32.09       1.00   S
MEY        18.92       1.00   P
#                54
WXT        19.29       1.00   S
WXT        10.89       1.00   P
JMG         8.19       1.00   P
JMG        14.17       1.00   S
LD1        17.09       1.00   S
LD1        10.80       1.00   P
LD6        30.51       1.00   P
LD6        52.08       1.00   S
MIAX       28.15       1.00   P
MIAX       48.83       1.00   S
XIXI       41.25       1.00   P
XIXI       67.76       1.00   S
#                57
WXT        27.39       1.00   S
WXT        16.34       1.00   P
JMG        20.87       1.00   S
LD6        40.22       1.00   S
LD6        23.89       1.00   P
MIAX       20.67       1.00   P
MIAX       34.46       1.00   S
TABT       59.74       1.00   S
TABT       35.68       1.00   P
XIXI       55.18       1.00   S
XIXI       32.82       1.00   P
#                58
SFT        14.09       1.00   P
SFT        23.76       1.00   S
YLT         7.75       1.00   P
YLT        12.60       1.00   S
JMG        15.31       1.00   S
JMG         9.02       1.00   P
PWU        16.83       1.00   S
PWU        10.41       1.00   P
QCH         6.10       1.00   S
LD1        10.92       1.00   P
LD1        18.58       1.00   S
#                59
SFT        15.19       1.00   P
SFT        24.57       1.00   S
SJB        28.59       1.00   S
SJB        17.34       1.00   P
WXT        21.95       1.00   S
WXT        13.51       1.00   P
YLT         9.45       1.00   P
YLT        14.92       1.00   S
JMG         9.45       1.00   P
JMG        14.85       1.00   S
PWU        10.14       1.00   P
PWU        16.01       1.00   S
QCH         9.09       1.00   S
QCH         5.72       1.00   P
LD1        20.95       1.00   S
LD1        12.72       1.00   P
CXT        45.94       1.00   S
CXT        27.64       1.00   P
WDT        18.65       1.00   P
WDT        31.16       1.00   S
ZHQ        28.86       1.00   P
ZHQ        49.36       1.00   S
LD2        20.15       1.00   P
LD2        33.27       1.00   S
LD6        54.61       1.00   S
LD6        32.55       1.00   P
MIAX       50.82       1.00   S
MIAX       29.90       1.00   P
XIXI       41.66       1.00   P
XIXI       70.74       1.00   S
#                60
SFT        13.90       1.00   P
SFT        23.28       1.00   S
YLT        11.58       1.00   S
YLT         7.34       1.00   P
PWU        10.96       1.00   P
PWU        18.37       1.00   S
QCH         5.33       1.00   S
LD1        10.25       1.00   P
LD1        17.02       1.00   S
WXT        12.14       1.00   P
WXT        20.11       1.00   S
JMG         9.22       1.00   P
JMG        14.82       1.00   S
LD6        52.28       1.00   S
LD6        30.33       1.00   P
#                61
SFT        14.78       1.00   P
SFT        24.54       1.00   S
WXT        12.66       1.00   P
WXT        20.95       1.00   S
YLT         7.02       1.00   P
YLT        11.19       1.00   S
JMG        14.47       1.00   S
JMG         8.45       1.00   P
PWU        12.46       1.00   P
PWU        20.41       1.00   S
WDT        16.24       1.00   P
WDT        27.09       1.00   S
LD6        47.95       1.00   S
LD6        28.27       1.00   P
MIAX       43.18       1.00   S
MIAX       26.31       1.00   P
#                62
SFT        14.52       1.00   P
SFT        23.94       1.00   S
SJB        27.80       1.00   S
SJB        16.61       1.00   P
WXT        12.90       1.00   P
WXT        21.24       1.00   S
YLT         9.74       1.00   P
YLT        16.22       1.00   S
JMG        16.37       1.00   S
JMG         9.58       1.00   P
PWU        12.82       1.00   S
PWU         7.81       1.00   P
QCH        11.05       1.00   S
QCH         6.58       1.00   P
SPA        38.29       1.00   S
SPA        22.78       1.00   P
LD1        14.14       1.00   P
LD1        23.78       1.00   S
CXT        28.73       1.00   P
CXT        49.33       1.00   S
DBT        73.62       1.00   S
DBT        43.72       1.00   P
LTT        85.94       1.00   S
LTT        50.60       1.00   P
MXT        42.31       1.00   P
MXT        72.05       1.00   S
TSS        68.35       1.00   S
TSS        40.25       1.00   P
WDT        19.45       1.00   P
WDT        33.13       1.00   S
WSH        75.63       1.00   S
WSH        43.75       1.00   P
WYT        89.22       1.00   S
WYT        52.92       1.00   P
ZHQ        50.23       1.00   S
ZHQ        29.61       1.00   P
HZHT       56.39       1.00   S
HZHT       33.45       1.00   P
LD2        21.04       1.00   P
LD2        36.43       1.00   S
LD6        33.59       1.00   P
LD6        57.25       1.00   S
MIAX       53.60       1.00   S
MIAX       31.56       1.00   P
TABT       46.79       1.00   P
TABT       79.21       1.00   S
XIXI       42.57       1.00   P
XIXI       72.94       1.00   S
#                63
WXT        12.23       1.00   P
WXT        20.26       1.00   S
YLT        10.77       1.00   S
YLT         6.67       1.00   P
JMG         9.07       1.00   P
JMG        15.47       1.00   S
PWU        12.46       1.00   P
PWU        20.96       1.00   S
CXT        38.18       1.00   S
CXT        22.91       1.00   P
WDT        15.56       1.00   P
WDT        25.76       1.00   S
LD1        13.51       1.00   S
LD1         7.78       1.00   P
LD6        27.96       1.00   P
LD6        47.76       1.00   S
MIAX       44.17       1.00   S
MIAX       25.95       1.00   P
XIXI       63.24       1.00   S
XIXI       37.46       1.00   P
#                70
SFT        13.73       1.00   P
SFT        22.34       1.00   S
WXT        18.94       1.00   S
WXT        11.76       1.00   P
YLT        11.57       1.00   S
YLT         7.05       1.00   P
JMG        15.28       1.00   S
JMG         9.32       1.00   P
PWU         9.91       1.00   P
PWU        16.13       1.00   S
QCH         5.24       1.00   S
WDT        28.10       1.00   S
WDT        17.09       1.00   P
#                74
WXT        13.11       1.00   P
WXT        21.33       1.00   S
YLT        16.54       1.00   S
YLT        10.33       1.00   P
JMG        10.65       1.00   P
JMG        18.24       1.00   S
PWU         7.86       1.00   P
PWU        12.57       1.00   S
QCH        12.39       1.00   S
QCH         7.76       1.00   P
LD1        15.73       1.00   P
LD1        25.42       1.00   S
#                75
WXT        20.12       1.00   S
WXT        12.13       1.00   P
YLT        13.95       1.00   S
YLT         8.50       1.00   P
JMG         9.15       1.00   P
JMG        16.03       1.00   S
PWU        13.60       1.00   S
PWU         8.39       1.00   P
QCH         8.39       1.00   S
QCH         4.76       1.00   P
LD1        12.90       1.00   P
LD1        21.78       1.00   S
#                76
SFT        25.01       1.00   S
SFT        15.59       1.00   P
WXT        22.85       1.00   S
WXT        14.01       1.00   P
YLT        18.64       1.00   S
YLT        11.70       1.00   P
JMG        19.88       1.00   S
JMG        12.08       1.00   P
PWU         7.18       1.00   P
PWU        11.39       1.00   S
QCH         9.11       1.00   P
QCH        15.17       1.00   S
SPA        36.55       1.00   S
SPA        22.15       1.00   P
LD1        28.17       1.00   S
LD1        17.06       1.00   P
WDT        35.08       1.00   S
WDT        22.08       1.00   P
#                79
WXT        20.79       1.00   S
WXT        12.33       1.00   P
PWU        12.09       1.00   P
PWU        19.96       1.00   S
QCH         4.05       1.00   S
LD1         8.84       1.00   P
LD1        14.76       1.00   S
JMG        13.28       1.00   S
JMG         8.35       1.00   P
LD6        48.54       1.00   S
LD6        29.01       1.00   P
MIAX       45.05       1.00   S
MIAX       26.19       1.00   P
#                81
CXT        31.72       1.00   P
CXT        53.16       1.00   S
HCH        32.43       1.00   P
HCH        54.30       1.00   S
HXT        44.22       1.00   S
HXT        26.61       1.00   P
PLT         4.07       1.00   P
TSS        19.03       1.00   P
TSS        35.55       1.00   S
WSH        27.32       1.00   P
WSH        47.20       1.00   S
ZHC         7.31       1.00   P
ZHC        13.12       1.00   S
XJI        21.07       1.00   P
XJI        34.84       1.00   S
#                85
SFT        22.79       1.00   S
SFT        13.61       1.00   P
WXT        19.63       1.00   S
WXT        11.91       1.00   P
YLT        12.68       1.00   S
YLT         7.43       1.00   P
JMG         8.51       1.00   P
JMG        14.23       1.00   S
PWU         8.75       1.00   P
PWU        14.61       1.00   S
WDT        29.02       1.00   S
WDT        16.95       1.00   P
#                86
DBT        30.09       1.00   P
DBT        50.54       1.00   S
HNT        20.25       1.00   S
HNT        11.25       1.00   P
HZT        41.54       1.00   S
HZT        24.18       1.00   P
JNT        19.39       1.00   P
JNT        32.82       1.00   S
JTA        36.40       1.00   P
LTT        20.11       1.00   P
MXT        28.93       1.00   S
MXT        16.75       1.00   P
TSS        48.25       1.00   S
TSS        26.96       1.00   P
WSH        22.97       1.00   S
WSH        13.11       1.00   P
WYT        11.35       1.00   S
WYT         6.54       1.00   P
YDT        34.65       1.00   P
ZHC        27.68       1.00   P
ZHQ        45.68       1.00   S
ZHQ        26.25       1.00   P
#                88
SFT        23.26       1.00   S
SFT        14.54       1.00   P
SJB        16.76       1.00   P
SJB        27.56       1.00   S
WXT        12.76       1.00   P
WXT        20.55       1.00   S
YLT         7.64       1.00   P
YLT        12.06       1.00   S
JMG         9.31       1.00   P
JMG        14.54       1.00   S
PWU        19.10       1.00   S
PWU        11.76       1.00   P
SPA        43.02       1.00   S
SPA        26.11       1.00   P
LD2        28.69       1.00   S
LD2        17.43       1.00   P
CXT        25.04       1.00   P
CXT        41.18       1.00   S
TSS        35.64       1.00   P
TSS        60.78       1.00   S
WDT        17.12       1.00   P
WDT        27.97       1.00   S
WSH        40.19       1.00   P
WSH        66.17       1.00   S
ZHQ        47.29       1.00   S
ZHQ        27.83       1.00   P
LD1        10.33       1.00   P
LD1        16.11       1.00   S
LD6        30.40       1.00   P
LD6        50.88       1.00   S
MIAX       46.92       1.00   S
MIAX       28.15       1.00   P
XIXI       38.87       1.00   P
XIXI       65.84       1.00   S
#                90
CXT        29.29       1.00   P
CXT        50.46       1.00   S
DBT        17.32       1.00   S
DBT         9.97       1.00   P
HZT        22.90       1.00   P
HZT        40.18       1.00   S
JNT        67.89       1.00   S
JNT        40.02       1.00   P
LTT        13.29       1.00   P
LTT        23.18       1.00   S
MXT        12.63       1.00   S
MXT         7.24       1.00   P
TSS        32.86       1.00   P
TSS        55.89       1.00   S
WDT        21.20       1.00   P
WSH        21.31       1.00   P
WSH        36.46       1.00   S
WXT        23.75       1.00   P
WXT        41.75       1.00   S
WYT        18.89       1.00   P
ZHC        39.46       1.00   P
ZHQ         8.39       1.00   P
ZHQ        15.61       1.00   S
HUY        67.41       1.00   P
HUY        98.51       1.00   S
LZH        40.01       1.00   P
LZH        67.01       1.00   S
SOA1       45.91       1.00   S
SOA1       26.91       1.00   P
TIS1       34.61       1.00   P
TIS1       56.71       1.00   S
XAN       129.71       1.00   S
XAN        76.01       1.00   P
SJB        35.18       1.00   S
SJB        20.98       1.00   P
YLT        29.70       1.00   P
YLT        50.39       1.00   S
PWU        55.95       1.00   S
PWU        33.35       1.00   P
QCH        35.11       1.00   P
QCH        58.96       1.00   S
REG        29.70       1.00   S
REG        17.43       1.00   P
SPA        46.14       1.00   S
SPA        27.54       1.00   P
#                94
SFT        14.93       1.00   P
SFT        24.35       1.00   S
SJB        27.97       1.00   S
SJB        17.63       1.00   P
WXT        20.57       1.00   S
WXT        12.77       1.00   P
YLT        12.38       1.00   S
YLT         7.60       1.00   P
JMG        16.17       1.00   S
JMG         9.81       1.00   P
PWU        21.72       1.00   S
PWU        13.16       1.00   P
QCH         6.01       1.00   S
SPA        27.51       1.00   P
SPA        45.57       1.00   S
LD1         8.91       1.00   P
LD1        14.78       1.00   S
LD2        16.47       1.00   P
LD2        27.13       1.00   S
CXT        39.28       1.00   S
CXT        24.11       1.00   P
WDT        16.55       1.00   P
WDT        26.66       1.00   S
LD6        49.19       1.00   S
LD6        29.01       1.00   P
MIAX       45.22       1.00   S
MIAX       26.89       1.00   P
XIXI       64.33       1.00   S
XIXI       37.93       1.00   P
#                95
YLT         7.57       1.00   P
YLT        13.07       1.00   S
QCH         5.89       1.00   S
QCH         3.18       1.00   P
LD1         9.88       1.00   S
LD1         5.81       1.00   P
WXT        13.15       1.00   P
WXT        22.39       1.00   S
JMG        13.60       1.00   S
JMG         8.43       1.00   P
LD6        45.12       1.00   S
LD6        25.99       1.00   P
MIAX       41.49       1.00   S
MIAX       23.29       1.00   P
XIXI       35.24       1.00   P
XIXI       61.11       1.00   S
#               103
WXT        21.52       1.00   S
WXT        12.80       1.00   P
YLT        11.10       1.00   S
YLT         6.35       1.00   P
PWU        14.15       1.00   P
PWU        23.91       1.00   S
QCH         5.54       1.00   S
QCH         3.38       1.00   P
LD1        10.13       1.00   S
LD1         6.01       1.00   P
JMG        16.51       1.00   S
JMG         9.58       1.00   P
MIAX       41.44       1.00   S
MIAX       24.32       1.00   P
XIXI       60.74       1.00   S
XIXI       35.47       1.00   P
#               106
SFT        14.85       1.00   P
SFT        24.49       1.00   S
SJB        16.64       1.00   P
SJB        27.93       1.00   S
WXT        21.74       1.00   S
WXT        13.20       1.00   P
YLT        10.86       1.00   P
YLT        17.75       1.00   S
JMG        11.91       1.00   P
JMG        19.95       1.00   S
PWU        10.72       1.00   S
PWU         6.61       1.00   P
QCH         8.52       1.00   P
QCH        14.03       1.00   S
CXT        51.07       1.00   S
CXT        30.91       1.00   P
WDT        34.89       1.00   S
WDT        20.83       1.00   P
#               108
SJB        16.73       1.00   P
SJB        27.49       1.00   S
WXT        20.16       1.00   S
WXT        12.58       1.00   P
YLT        11.18       1.00   S
YLT         7.12       1.00   P
JMG        15.70       1.00   S
JMG         9.62       1.00   P
QCH         4.99       1.00   S
QCH         3.38       1.00   P
SPA        27.71       1.00   P
SPA        45.36       1.00   S
LD1         8.53       1.00   P
LD1        13.33       1.00   S
LD2        25.62       1.00   S
LD2        15.64       1.00   P
CXT        38.18       1.00   S
CXT        23.13       1.00   P
WDT        26.11       1.00   S
WDT        15.89       1.00   P
ZHQ        46.93       1.00   S
ZHQ        28.58       1.00   P
PWU        21.99       1.00   S
PWU        13.27       1.00   P
MIAX       26.01       1.00   P
MIAX       44.26       1.00   S
XIXI       63.68       1.00   S
XIXI       37.66       1.00   P
#               115
SFT        14.03       1.00   P
SFT        23.18       1.00   S
SJB        16.47       1.00   P
SJB        27.33       1.00   S
WXT        12.42       1.00   P
WXT        20.37       1.00   S
YLT        14.71       1.00   S
YLT         9.15       1.00   P
JMG         9.89       1.00   P
JMG        16.63       1.00   S
PWU         8.00       1.00   P
PWU        13.24       1.00   S
QCH         9.96       1.00   S
QCH         6.19       1.00   P
SPA        22.86       1.00   P
SPA        38.35       1.00   S
LD1        22.76       1.00   S
LD1        13.72       1.00   P
WDT        31.32       1.00   S
WDT        19.23       1.00   P
#               116
WXT        13.15       1.00   P
WXT        22.31       1.00   S
JMG        24.50       1.00   S
JMG        15.19       1.00   P
LD1         7.23       1.00   S
LD1         4.43       1.00   P
MIAX       19.92       1.00   P
MIAX       32.74       1.00   S
YLT        14.35       1.00   S
YLT         8.53       1.00   P
PWU        31.18       1.00   S
PWU        18.71       1.00   P
#               124
WXT        19.12       1.00   S
WXT        11.91       1.00   P
YLT        10.19       1.00   S
YLT         6.58       1.00   P
JMG        10.19       1.00   P
JMG        16.31       1.00   S
PWU        12.78       1.00   P
PWU        20.85       1.00   S
LD1        13.79       1.00   S
LD1         8.38       1.00   P
LD6        48.77       1.00   S
LD6        28.66       1.00   P
MIAX       44.37       1.00   S
MIAX       26.20       1.00   P
XIXI       37.71       1.00   P
XIXI       64.23       1.00   S
#               127
CXT        22.07       1.00   P
WDT        12.41       1.00   P
WXT         7.86       1.00   P
WXT        12.46       1.00   S
PWU         9.79       1.00   P
PWU        16.29       1.00   S
QCH         5.43       1.00   S
QCH         3.18       1.00   P
YLT         3.92       1.00   S
YLT         2.43       1.00   P
JMG        20.34       1.00   S
JMG        12.34       1.00   P
#               128
WXT        21.89       1.00   S
WXT        12.89       1.00   P
YLT         9.11       1.00   P
YLT        14.90       1.00   S
JMG         8.71       1.00   P
JMG        14.01       1.00   S
PWU         9.11       1.00   P
PWU        14.74       1.00   S
QCH         8.55       1.00   S
QCH         5.33       1.00   P
LD1        12.65       1.00   P
LD1        20.77       1.00   S
#               129
WXT        20.40       1.00   S
WXT        12.62       1.00   P
YLT        15.21       1.00   S
YLT         9.30       1.00   P
JMG        16.35       1.00   S
JMG         9.78       1.00   P
PWU        13.51       1.00   S
PWU         8.16       1.00   P
QCH         9.94       1.00   S
QCH         6.13       1.00   P
LD1        13.19       1.00   P
LD1        22.34       1.00   S
#               132
HUY       144.10       1.00   S
HUY        96.90       1.00   P
HUY       170.50       1.00   S
HUY        80.90       1.00   P
LZH        73.70       1.00   P
LZH       106.60       1.00   S
LZH        62.70       1.00   P
SOA1       27.00       1.00   S
SOA1       15.90       1.00   P
TIS1       46.00       1.00   P
TIS1       80.40       1.00   S
XAN       108.20       1.00   S
XAN       124.30       1.00   S
SFT        16.83       1.00   P
SFT        28.66       1.00   S
SJB        30.67       1.00   S
SJB        17.99       1.00   P
WXT        26.95       1.00   S
WXT        15.96       1.00   P
YLT        26.70       1.00   S
YLT        15.84       1.00   P
HSH        37.61       1.00   S
HSH        21.83       1.00   P
JMG        17.66       1.00   P
JMG        30.00       1.00   S
PWU         6.44       1.00   P
PWU        10.96       1.00   S
QCH        25.50       1.00   S
QCH        15.02       1.00   P
SPA        27.12       1.00   S
SPA        15.96       1.00   P
LD1        39.54       1.00   S
LD1        22.84       1.00   P
LD2        29.06       1.00   P
LD2        49.81       1.00   S
#               134
SFT        24.42       1.00   S
SFT        14.52       1.00   P
SJB        16.65       1.00   P
SJB        26.98       1.00   S
